Stock,Date,40 Percent Rule,Net Income Growth,ROE,ROA,Positive Cash Flow,Cash Flow Margin,PER,Capital ratio,profit loss
BSX,2022-12-31,False,False,False,False,True,False,False,True,True
BMY,2022-12-31,False,False,True,True,True,True,False,True,False
BR,2023-06-30,False,False,True,True,True,True,False,False,False
BRO,2022-12-31,False,True,True,False,True,True,False,True,True
BLDR,2022-12-31,True,True,True,True,True,True,True,True,True
BG,2022-12-31,False,False,True,True,False,False,True,True,False
CDNS,2022-12-31,True,False,True,True,True,True,False,True,True
CZR,2022-12-31,False,False,False,False,True,False,True,False,False
CPT,2022-12-31,True,False,True,True,True,True,False,True,False
CPB,2023-07-31,False,False,True,True,True,False,True,True,True
COF,2022-12-31,False,False,True,False,True,True,True,False,False
CAH,2023-06-30,False,False,False,False,True,False,False,False,True
KMX,2023-02-28,False,False,False,False,True,False,False,False,True
CARR,2022-12-31,True,False,True,True,True,False,True,True,False
CTLT,2023-06-30,False,False,False,False,True,False,True,True,False
CAT,2022-12-31,False,False,True,True,True,False,False,False,False
CBOE,2022-12-31,False,False,False,False,True,True,False,True,True
CBRE,2022-12-31,False,False,True,True,True,False,False,True,False
CDW,2022-12-31,False,True,True,True,True,False,False,False,False
CE,2022-12-31,False,False,True,True,True,True,True,False,False
CNC,2022-12-31,False,False,False,False,True,False,False,True,False
CNP,2022-12-31,False,False,True,False,True,False,False,False,True
CDAY,2022-12-31,False,False,False,False,True,False,True,False,False
CF,2022-12-31,True,False,True,True,True,True,True,True,False
CHRW,2022-12-31,False,False,True,True,True,False,True,False,False
CRL,2022-12-31,False,True,True,True,True,False,False,True,False
SCHW,2022-12-31,False,False,True,False,True,False,False,False,False
CHTR,2022-12-31,False,True,True,False,True,True,True,False,False
CVX,2022-12-31,True,False,True,True,True,True,True,True,False
CMG,2022-12-31,True,True,True,True,True,False,False,True,True
CB,2022-12-31,False,False,True,False,True,True,False,False,False
CHD,2022-12-31,False,False,True,False,True,True,False,True,True
CI,2022-12-31,False,False,True,False,True,False,True,True,False
CINF,2022-12-31,False,False,False,False,True,True,True,True,False
CTAS,2023-05-31,False,True,True,True,True,True,False,True,True
CSCO,2023-07-31,False,False,True,True,True,True,False,True,False
C,2022-12-31,False,False,False,False,True,True,True,False,False
CFG,2022-12-31,False,False,False,False,True,True,True,False,False
CLX,2023-06-30,False,False,True,False,True,True,False,False,False
CME,2022-12-31,False,False,True,False,True,True,False,False,False
CMS,2022-12-31,False,False,True,False,True,False,False,False,True
KO,2022-12-31,False,False,True,True,True,True,False,False,True
CTSH,2022-12-31,False,False,True,True,True,True,False,True,False
CL,2022-12-31,False,False,True,True,True,True,False,False,True
CMCSA,2022-12-31,False,False,False,False,True,True,False,True,True
CMA,2022-12-31,False,False,True,False,True,True,True,False,False
CAG,2023-05-31,False,False,False,False,True,False,False,True,False
COP,2022-12-31,True,False,True,True,True,True,True,True,False
ED,2022-12-31,False,False,False,False,True,False,False,True,True
STZ,2023-02-28,True,False,False,False,True,True,True,True,True
CEG,2022-12-31,False,False,False,False,False,False,True,False,False
CPRT,2023-07-31,False,True,True,True,True,True,False,True,True
GLW,2022-12-31,False,False,True,False,True,False,False,True,False
CTVA,2022-12-31,False,False,False,False,True,False,False,True,False
CSGP,2022-12-31,False,False,False,False,True,True,False,True,False
COST,2023-08-31,False,True,True,True,True,False,False,True,True
CTRA,2022-12-31,True,False,True,True,True,True,True,True,False
CCI,2022-12-31,True,True,True,False,True,True,False,False,False
CSX,2022-12-31,False,False,True,True,True,True,False,True,True
CMI,2022-12-31,False,False,True,True,True,False,False,True,False
CVS,2022-12-31,False,False,False,False,True,False,False,True,False
DHR,2022-12-31,False,True,True,True,True,True,False,True,False
DRI,2023-05-31,False,True,True,True,True,False,False,False,False
DVA,2022-12-31,False,False,True,False,True,False,True,False,True
DAL,2022-12-31,True,False,True,False,True,False,False,False,False
XRAY,2022-12-31,False,False,False,False,True,False,True,True,True
DVN,2022-12-31,True,False,True,True,True,True,True,True,False
DXCM,2022-12-31,True,False,True,True,True,True,False,True,True
FANG,2022-12-31,True,False,True,True,True,True,True,True,False
DLR,2022-12-31,False,False,False,False,True,True,False,True,False
DFS,2022-12-31,False,False,True,False,True,True,True,False,False
DG,2023-01-31,False,False,True,True,True,False,False,False,False
DLTR,2023-01-31,False,False,True,True,True,False,False,True,False
D,2022-12-31,False,False,False,False,True,False,False,False,False
DPZ,2022-12-31,False,False,False,True,True,False,False,False,False
DOV,2022-12-31,False,False,True,True,True,False,False,True,False
DOW,2022-12-31,False,False,True,True,True,False,True,True,False
DTE,2022-12-31,True,False,True,False,True,False,False,False,False
DUK,2022-12-31,False,False,False,False,True,True,False,False,False
DD,2022-12-31,True,False,True,True,True,False,True,True,False
EMN,2022-12-31,False,False,True,True,True,False,True,True,False
ETN,2022-12-31,False,False,True,True,True,False,False,True,False
EBAY,2022-12-31,False,False,False,False,True,True,True,False,False
ECL,2022-12-31,False,False,True,True,True,False,False,True,True
EIX,2022-12-31,False,False,False,False,True,False,False,False,True
EW,2022-12-31,False,False,True,True,True,True,False,True,True
EA,2023-03-31,False,False,True,True,True,True,False,True,False
ELV,2022-12-31,False,False,True,True,True,False,False,True,False
LLY,2022-12-31,False,False,True,True,True,True,False,False,True
ENPH,2022-12-31,True,False,True,True,True,True,False,False,False
ETR,2022-12-31,False,False,False,False,True,False,False,False,True
EOG,2022-12-31,True,False,True,True,True,False,True,True,False
EPAM,2022-12-31,False,False,True,True,True,False,False,True,False
EQT,2022-12-31,False,False,True,True,True,True,True,True,True
EFX,2022-12-31,False,False,True,True,True,False,False,True,False
EQIX,2022-12-31,True,False,False,False,True,False,False,True,True
EQR,2022-12-31,False,False,False,False,True,True,False,True,False
ESS,2022-12-31,False,False,False,False,True,True,False,True,False
EL,2023-06-30,False,False,True,False,True,False,False,False,False
ETSY,2022-12-31,False,False,True,False,True,True,True,False,False
EG,2022-12-31,False,False,False,False,True,True,False,False,True
EVRG,2022-12-31,False,False,False,False,True,False,False,True,True
ES,2022-12-31,False,True,False,False,True,False,False,False,False
EXC,2022-12-31,False,False,False,False,True,False,False,False,True
EXPE,2022-12-31,True,False,False,False,True,True,False,False,False
EXPD,2022-12-31,False,False,True,True,True,True,True,True,True
EXR,2022-12-31,False,True,True,True,True,True,False,True,False
XOM,2022-12-31,True,False,True,True,True,True,True,True,False
FDS,2023-08-31,False,False,True,True,True,True,False,True,True
FAST,2022-12-31,False,True,True,True,True,True,False,True,True
FRT,2022-12-31,True,False,True,False,True,False,False,True,False
FDX,2023-05-31,False,False,True,False,True,False,False,False,False
FIS,2022-12-31,False,False,False,False,True,True,True,True,False
FITB,2022-12-31,False,False,True,False,True,True,True,False,False
FSLR,2022-12-31,False,False,False,False,True,False,True,True,True
FE,2022-12-31,False,False,False,False,True,False,False,False,False
FI,2022-12-31,True,True,False,False,True,True,False,True,True
FLT,2022-12-31,False,False,True,True,True,True,False,False,True
FMC,2022-12-31,False,False,True,True,True,True,False,True,False
F,2022-12-31,False,False,False,False,True,False,True,False,False
FTNT,2022-12-31,True,True,False,True,True,True,False,False,True
FTV,2022-12-31,False,False,False,False,True,True,False,True,False
FOXA,2023-06-30,False,False,True,True,True,False,True,True,False
FOX,2023-06-30,False,False,True,True,True,False,True,True,False
FCX,2022-12-31,False,False,True,True,True,False,False,True,False
GRMN,2022-12-31,False,False,True,True,True,True,False,True,True
IT,2022-12-31,False,True,True,True,True,True,False,False,False
GEHC,2022-12-31,False,False,True,True,True,False,True,True,True
GEN,2023-03-31,True,False,True,True,True,True,True,False,True
GNRC,2022-12-31,False,False,True,True,True,False,False,True,False
GD,2022-12-31,False,False,True,True,True,False,False,True,False
GE,2022-12-31,False,False,False,False,True,False,True,False,True
GIS,2023-05-31,False,False,True,True,True,True,False,True,False
GM,2022-12-31,False,False,True,False,True,False,True,False,False
GPC,2022-12-31,True,False,True,True,True,False,False,False,False
GILD,2022-12-31,False,False,True,True,True,True,False,True,False
GPN,2022-12-31,False,False,False,False,True,True,False,True,False
GL,2022-12-31,False,False,True,False,True,True,False,False,False
GS,2022-12-31,False,False,False,False,True,True,True,False,False
HAL,2022-12-31,True,False,True,True,True,False,False,True,False
HIG,2022-12-31,False,False,True,False,True,True,True,False,False
HAS,2022-12-31,False,False,False,False,True,False,False,True,True
HCA,2022-12-31,False,False,False,True,True,False,True,False,True
PEAK,2022-12-31,False,False,False,False,True,True,False,True,False
HSIC,2022-12-31,False,False,True,True,True,False,False,True,False
HSY,2022-12-31,False,True,True,True,True,True,False,True,True
HES,2022-12-31,True,False,True,True,True,True,False,True,False
HLT,2022-12-31,True,False,False,True,True,True,False,False,False
HD,2023-01-31,False,True,True,True,True,False,False,False,True
HON,2022-12-31,False,False,True,True,True,True,False,False,False
HST,2022-12-31,False,False,False,True,True,True,False,True,False
HWM,2022-12-31,True,False,True,False,True,False,False,True,True
HUBB,2022-12-31,True,False,True,True,True,False,False,True,True
HUM,2022-12-31,False,False,True,True,True,False,False,True,True
HBAN,2022-12-31,True,False,True,False,True,True,True,False,False
HII,2022-12-31,False,False,True,True,True,False,False,True,False
IBM,2022-12-31,False,False,False,False,True,True,False,False,False
IEX,2022-12-31,True,False,True,True,True,True,False,True,False
IDXX,2022-12-31,False,False,True,True,True,True,False,False,False
ITW,2022-12-31,False,False,True,True,True,True,False,False,False
ILMN,2022-12-31,False,False,False,False,True,False,True,True,False
INCY,2022-12-31,False,False,False,True,True,True,False,True,False
IR,2022-12-31,False,False,False,False,True,True,False,True,True
PODD,2022-12-31,False,False,False,False,True,False,False,False,True
INTC,2022-12-31,False,False,False,False,True,False,True,True,True
ICE,2022-12-31,False,False,False,False,True,True,False,False,False
IFF,2022-12-31,False,False,False,False,True,False,True,True,False
IP,2022-12-31,False,False,True,True,True,False,True,True,False
IPG,2022-12-31,False,False,True,False,True,False,False,False,False
INTU,2023-07-31,False,True,True,True,True,True,False,True,True
ISRG,2022-12-31,False,False,True,True,True,True,False,True,True
IVZ,2022-12-31,False,False,False,False,True,True,True,True,False
INVH,2022-12-31,True,True,False,False,True,True,False,True,True
IQV,2022-12-31,False,True,True,False,True,True,False,False,False
IRM,2022-12-31,False,True,True,False,True,False,False,False,True
JBHT,2022-12-31,True,False,True,True,True,False,False,True,False
JBL,2023-08-31,False,False,True,False,True,False,False,False,False
JKHY,2023-06-30,False,True,True,True,True,False,False,True,False
JNJ,2022-12-31,False,False,True,True,True,True,False,True,False
JPM,2022-12-31,False,False,True,False,True,True,True,False,False
JNPR,2022-12-31,True,False,True,True,True,False,False,True,False
K,2022-12-31,False,False,True,True,True,False,False,False,True
KDP,2022-12-31,False,False,False,False,True,True,False,True,False
KEY,2022-12-31,False,False,True,False,True,True,True,False,False
KMB,2022-12-31,False,False,True,True,True,False,False,False,True
KIM,2022-12-31,False,False,False,False,True,True,False,True,False
KMI,2022-12-31,True,False,False,False,True,True,False,True,False
KLAC,2023-06-30,False,True,True,True,True,True,False,False,True
KHC,2022-12-31,True,False,False,False,True,False,False,True,True
KR,2023-01-31,True,False,True,False,True,False,False,False,True
LHX,2022-12-31,False,False,False,False,True,True,False,True,False
LH,2022-12-31,False,False,True,True,True,False,False,True,False
LRCX,2023-06-30,False,False,True,True,True,True,False,True,True
LW,2023-05-31,True,False,True,True,True,False,False,False,False
LVS,2022-12-31,False,False,True,True,False,False,False,False,True
LDOS,2022-12-31,False,False,True,True,True,False,False,True,False
LIN,2022-12-31,False,True,True,True,True,True,False,True,True
LYV,2022-12-31,True,False,True,False,True,False,False,False,True
LKQ,2022-12-31,False,True,True,True,True,False,True,True,False
LMT,2022-12-31,False,False,True,True,True,False,False,False,False
L,2022-12-31,False,False,False,False,True,True,False,False,False
LOW,2023-01-31,False,False,False,True,True,False,False,False,True
LULU,2023-01-31,False,False,True,True,True,True,False,True,True
LYB,2022-12-31,False,False,True,True,True,False,True,True,False
MTB,2022-12-31,True,False,False,False,True,True,True,False,False
MRO,2022-12-31,True,False,True,True,True,True,True,True,False
MPC,2022-12-31,True,False,True,True,True,False,True,True,False
MKTX,2022-12-31,False,False,True,True,True,True,False,True,False
MAR,2022-12-31,True,False,True,True,True,False,False,False,False
MMC,2022-12-31,False,False,True,True,True,True,False,True,True
MLM,2022-12-31,False,False,True,True,True,False,False,True,True
MAS,2022-12-31,True,False,False,True,True,False,False,False,False
MA,2022-12-31,False,False,True,True,True,True,False,False,True
MTCH,2022-12-31,False,False,False,True,True,True,False,False,False
MCD,2022-12-31,False,False,False,True,True,True,False,False,True
MCK,2023-03-31,True,False,False,True,True,False,False,False,True
MDT,2023-04-30,False,False,False,False,True,True,False,True,False
MRK,2022-12-31,False,False,True,True,True,True,False,True,True
META,2022-12-31,False,False,True,True,True,True,False,True,True
MET,2022-12-31,False,False,False,False,True,True,False,False,False
MTD,2022-12-31,False,True,True,True,True,True,False,False,False
MGM,2022-12-31,True,False,True,False,True,False,True,False,False
MCHP,2023-03-31,True,False,True,True,True,True,False,True,True
MU,2023-08-31,False,False,False,False,True,False,True,True,True
MSFT,2023-06-30,False,False,True,True,True,True,False,True,True
MAA,2022-12-31,False,False,True,True,True,True,False,True,False
MRNA,2022-12-31,False,False,True,True,True,True,True,True,False
MHK,2022-12-31,False,False,False,False,True,False,False,True,False
MOH,2022-12-31,False,False,True,True,True,False,False,False,False
TAP,2022-12-31,False,False,False,False,True,False,True,True,True
MDLZ,2022-12-31,False,False,True,False,True,False,False,True,True
MPWR,2022-12-31,True,True,True,True,True,True,False,True,False
MNST,2022-12-31,False,False,True,True,True,True,False,True,True
MCO,2022-12-31,False,False,True,True,True,True,False,False,False
MS,2022-12-31,False,False,True,False,False,False,False,False,False
MOS,2022-12-31,True,True,True,True,True,True,True,True,False
MSI,2022-12-31,False,True,True,True,True,True,False,False,True
MSCI,2022-12-31,False,True,False,True,True,True,False,False,False
NDAQ,2022-12-31,False,False,True,True,True,True,False,False,False
NTAP,2023-04-30,False,False,True,True,True,True,True,False,True
NFLX,2022-12-31,False,False,True,True,True,False,False,True,False
NEM,2022-12-31,False,False,False,False,True,False,True,True,False
NWSA,2023-06-30,False,False,False,False,True,False,False,True,False
NWS,2023-06-30,False,False,False,False,True,False,False,True,True
NEE,2022-12-31,False,False,False,False,True,False,False,True,True
NKE,2023-05-31,False,False,True,True,True,False,False,True,False
NI,2022-12-31,True,False,True,False,True,False,True,False,True
NSC,2022-12-31,False,False,True,True,True,True,False,True,False
NTRS,2022-12-31,False,False,True,False,True,True,False,False,False
NOC,2022-12-31,False,False,True,True,True,False,True,True,False
NCLH,2022-12-31,True,False,False,False,True,False,True,False,False
NRG,2022-12-31,False,False,True,False,True,False,True,False,False
NUE,2022-12-31,False,False,True,True,True,True,True,True,False
NVDA,2023-01-31,False,False,True,True,True,True,False,True,True
NVR,2022-12-31,True,True,True,True,True,True,True,True,True
NXPI,2022-12-31,True,False,True,True,True,True,False,True,False
ORLY,2022-12-31,False,True,False,True,True,True,False,False,True
OXY,2022-12-31,True,False,True,True,True,True,True,True,False
ODFL,2022-12-31,True,True,True,True,True,True,False,True,False
OMC,2022-12-31,False,False,True,False,True,False,True,False,False
ON,2022-12-31,True,True,True,True,True,True,False,True,False
OKE,2022-12-31,True,False,True,True,True,False,False,False,False
ORCL,2023-05-31,True,False,True,True,True,True,False,False,False
OTIS,2022-12-31,False,False,False,True,True,True,False,False,True
PCAR,2022-12-31,True,False,True,True,True,False,True,True,False
PKG,2022-12-31,False,False,True,True,True,False,True,True,False
PANW,2023-07-31,False,False,True,False,True,True,False,False,True
PARA,2022-12-31,False,False,False,False,True,False,True,True,False
PH,2023-06-30,True,False,True,True,True,True,False,True,True
PAYX,2023-05-31,False,False,True,True,True,True,False,True,False
PAYC,2022-12-31,True,False,True,True,True,True,False,True,False
PYPL,2022-12-31,False,False,True,False,True,True,False,False,False
PNR,2022-12-31,False,False,True,True,True,False,False,True,True
PEP,2022-12-31,False,False,True,True,True,False,False,False,True
PFE,2022-12-31,True,False,True,True,True,True,True,True,False
PCG,2022-12-31,False,True,False,False,True,False,False,False,True
PM,2022-12-31,False,False,False,True,True,True,False,False,False
PSX,2022-12-31,True,False,True,True,True,False,True,True,False
PNW,2022-12-31,False,False,False,False,True,False,False,False,True
PXD,2022-12-31,True,False,True,True,True,True,True,True,False
PNC,2022-12-31,False,False,True,False,True,True,True,False,False
POOL,2022-12-31,False,True,True,True,True,False,False,True,False
PPG,2022-12-31,False,False,True,False,True,False,False,True,True
PPL,2022-12-31,False,False,False,False,True,False,False,True,False
PFG,2022-12-31,True,True,True,False,True,True,True,False,False
PG,2023-06-30,False,False,True,True,True,True,False,True,False
PGR,2022-12-31,False,False,False,False,True,True,False,False,False
PLD,2022-12-31,False,False,False,False,True,True,False,True,False
PRU,2022-12-31,False,False,False,False,True,False,True,False,False
PEG,2022-12-31,False,False,False,False,True,True,False,False,True
PSA,2022-12-31,True,False,True,True,True,True,True,True,False
PHM,2022-12-31,True,True,True,True,True,False,True,True,True
QRVO,2023-03-31,False,False,False,False,True,True,False,True,True
PWR,2022-12-31,False,True,False,False,True,False,False,True,True
DGX,2022-12-31,False,False,True,True,True,True,False,True,False
RL,2023-03-31,False,False,True,True,True,False,True,True,True
RTX,2022-12-31,False,False,False,False,True,False,False,True,False
O,2022-12-31,True,False,False,False,True,True,False,True,False
REG,2022-12-31,False,False,False,False,True,True,False,True,False
REGN,2022-12-31,False,False,True,True,True,True,False,True,False
RF,2022-12-31,False,False,True,False,True,True,True,False,False
RSG,2022-12-31,False,False,True,True,True,True,False,True,True
RMD,2023-06-30,False,False,True,True,True,True,False,True,False
RVTY,2022-12-31,False,False,False,False,True,True,False,True,False
RHI,2022-12-31,False,False,True,True,True,False,True,True,False
ROL,2022-12-31,False,True,True,True,True,True,False,True,True
ROP,2022-12-31,True,False,True,True,True,True,True,True,True
ROST,2023-01-31,False,False,True,True,True,False,False,True,True
RCL,2022-12-31,True,False,False,False,True,False,True,False,True
SPGI,2022-12-31,True,True,False,True,True,True,False,True,False
CRM,2023-01-31,False,False,False,False,True,True,False,True,True
SBAC,2022-12-31,True,False,False,False,True,True,False,False,False
SLB,2022-12-31,True,False,True,True,True,False,False,True,False
STX,2023-06-30,False,False,True,False,True,False,True,False,True
SRE,2022-12-31,True,False,False,False,True,False,False,True,False
NOW,2022-12-31,True,False,False,False,True,True,False,True,False
SHW,2022-12-31,False,False,True,True,True,False,False,False,False
SPG,2022-12-31,False,False,True,True,True,True,False,False,False
SJM,2023-04-30,False,False,False,False,True,False,True,True,False
SNA,2022-12-31,False,False,True,True,True,True,True,True,True
SO,2022-12-31,True,False,True,False,True,False,False,False,True
LUV,2022-12-31,False,False,False,False,True,False,False,True,False
SWK,2022-12-31,False,False,True,False,False,False,True,True,False
STT,2022-12-31,False,True,True,False,True,True,True,False,False
STLD,2022-12-31,True,False,True,True,True,True,True,True,False
STE,2023-03-31,False,False,False,False,True,False,False,True,True
SYK,2022-12-31,False,False,True,True,True,True,False,True,True
SYF,2022-12-31,False,False,True,False,True,True,True,False,False
SYY,2023-06-30,True,True,True,True,True,False,False,False,False
TMUS,2022-12-31,False,False,False,False,True,False,False,True,False
TROW,2022-12-31,False,False,True,True,True,True,False,True,False
TTWO,2023-03-31,False,False,False,False,True,False,True,True,True
TPR,2023-06-30,False,True,True,True,True,True,True,True,False
TRGP,2022-12-31,True,False,True,True,True,False,False,False,False
TGT,2023-01-31,False,False,True,True,True,False,False,False,False
TDY,2022-12-31,True,False,False,True,True,False,False,True,False
TFX,2022-12-31,False,False,False,True,True,False,False,True,True
TER,2022-12-31,False,False,True,True,True,True,False,True,False
TSLA,2022-12-31,True,True,True,True,True,False,False,True,False
TXN,2022-12-31,False,True,True,True,True,True,False,True,False
TXT,2022-12-31,False,False,True,True,True,False,False,True,False
TMO,2022-12-31,False,False,True,True,True,True,False,True,False
TJX,2023-01-31,False,False,True,True,True,False,False,False,True
TSCO,2022-12-31,False,True,True,True,True,False,False,False,True
TT,2022-12-31,False,False,True,True,True,False,False,True,False
TRV,2022-12-31,False,False,True,False,True,True,False,False,False
TRMB,2022-12-31,False,False,True,True,True,False,False,True,False
TFC,2022-12-31,False,False,True,False,True,True,True,False,False
TYL,2022-12-31,False,False,False,False,True,True,False,True,True
USB,2022-12-31,False,False,True,False,True,True,True,False,False
UBER,2022-12-31,True,False,False,False,True,False,True,False,True
UDR,2022-12-31,False,False,False,False,True,True,False,True,False
ULTA,2023-01-31,True,False,True,True,True,True,False,True,False
UNP,2022-12-31,False,False,True,True,True,True,False,False,False
UAL,2022-12-31,False,False,True,False,True,False,False,False,False
UPS,2022-12-31,False,False,True,True,True,False,True,False,False
URI,2022-12-31,True,False,True,True,True,False,False,False,False
UNH,2022-12-31,False,True,True,True,True,False,False,True,False
UHS,2022-12-31,False,False,True,True,True,False,False,True,False
VLO,2022-12-31,True,False,True,True,True,False,True,True,False
VTR,2022-12-31,False,False,False,False,True,True,True,True,False
VRSN,2022-12-31,False,False,False,True,True,True,False,False,True
VRSK,2022-12-31,False,False,True,True,True,True,False,False,True
VZ,2022-12-31,False,False,True,True,True,False,True,False,False
VRTX,2022-12-31,True,False,True,True,True,True,False,True,True
VFC,2023-03-31,False,False,False,False,False,False,False,False,False
VTRS,2022-12-31,False,False,False,False,True,True,True,True,False
VICI,2022-12-31,True,True,False,False,True,True,False,True,False
VMC,2022-12-31,False,False,False,False,True,False,False,True,True
WRB,2022-12-31,True,False,True,False,True,True,True,False,False
WAB,2022-12-31,False,True,False,False,True,True,False,True,False
WBA,2023-08-31,False,False,False,False,True,False,False,False,True
WMT,2023-01-31,False,False,True,False,True,False,False,True,True
WBD,2022-12-31,False,False,False,False,True,False,True,True,False
WM,2022-12-31,False,False,True,True,True,False,False,False,True
WAT,2022-12-31,False,False,True,True,True,True,False,False,False
WEC,2022-12-31,False,True,True,False,True,False,False,False,True
WFC,2022-12-31,False,False,False,False,True,True,False,False,False
WELL,2022-12-31,False,False,False,False,True,True,False,True,True
WST,2022-12-31,False,False,True,True,True,True,False,True,True
WDC,2023-06-30,False,False,False,False,False,False,True,True,True
WY,2022-12-31,False,False,True,True,True,True,True,True,False
WHR,2022-12-31,False,False,False,False,True,False,True,False,False
WMB,2022-12-31,False,False,True,False,True,True,False,False,False
WTW,2022-12-31,False,False,False,False,True,False,False,True,False
GWW,2022-12-31,True,False,True,True,True,False,False,True,True
WYNN,2022-12-31,False,False,True,False,False,False,True,False,False
XEL,2022-12-31,False,True,True,False,True,False,False,False,True
XYL,2022-12-31,False,False,True,False,True,False,False,True,False
YUM,2022-12-31,False,False,False,True,True,True,False,False,True
ZBRA,2022-12-31,False,False,True,True,True,False,False,True,False
ZBH,2022-12-31,False,False,False,False,True,True,False,True,True
ZION,2022-12-31,False,False,True,False,True,True,True,False,False
ZTS,2022-12-31,False,True,True,True,True,True,False,False,True
