Stock,Date,40 Percent Rule,Net Income Growth,ROE,ROA,Positive Cash Flow,Cash Flow Margin,PER,profit loss
1808.T,2023-03-31,False,False,True,False,False,False,True,True
7205.T,2023-03-31,True,False,False,False,False,False,True,True
6305.T,2023-03-31,False,False,True,False,False,False,True,True
7004.T,2023-03-31,True,True,True,False,True,False,True,True
6501.T,2023-03-31,False,True,True,True,True,False,True,True
7267.T,2023-03-31,False,False,False,False,True,False,True,True
5019.T,2023-03-31,False,False,True,True,False,False,True,True
7013.T,2023-03-31,False,False,True,False,False,False,True,True
3099.T,2023-03-31,True,False,False,False,True,False,False,True
7202.T,2023-03-31,True,False,True,False,True,False,True,True
8001.T,2023-03-31,False,False,True,True,True,False,True,True
3086.T,2023-02-28,True,False,False,False,True,True,False,True
8697.T,2023-03-31,False,False,True,False,True,True,False,True
6178.T,2023-03-31,False,False,False,False,False,False,True,False
2914.T,2022-12-31,True,False,True,True,True,True,True,True
5411.T,2023-03-31,False,False,False,False,True,False,True,True
1963.T,2023-03-31,False,False,False,False,True,True,True,True
6473.T,2023-03-31,True,True,False,False,True,False,True,True
1812.T,2023-03-31,False,False,True,False,False,False,True,True
4452.T,2022-12-31,False,False,False,False,True,False,False,True
7012.T,2023-03-31,True,False,False,False,False,False,True,True
9107.T,2023-03-31,False,True,True,True,True,True,True,True
9433.T,2023-03-31,False,True,True,True,True,False,True,False
9008.T,2023-03-31,True,False,False,False,False,False,False,False
9009.T,2023-03-31,False,False,False,False,True,True,False,True
2801.T,2023-03-31,False,True,True,True,True,False,False,True
2503.T,2022-12-31,True,False,True,False,True,False,True,True
5406.T,2023-03-31,False,True,False,False,True,False,True,True
6301.T,2023-03-31,True,False,True,True,True,False,True,True
9766.T,2023-03-31,False,False,False,True,False,False,False,True
4902.T,2023-03-31,True,False,False,False,False,False,True,False
6326.T,2022-12-31,False,False,False,False,False,False,False,True
3405.T,2022-12-31,True,True,False,False,False,False,True,True
6971.T,2023-03-31,False,False,False,False,False,False,True,True
4151.T,2022-12-31,False,False,False,True,True,False,False,False
2413.T,2023-03-31,False,False,True,True,True,True,False,False
8002.T,2023-03-31,False,True,True,True,True,False,True,True
1333.T,2023-03-31,False,False,True,False,False,False,True,False
8252.T,2023-03-31,False,False,False,False,True,False,False,True
8628.T,2023-03-31,False,False,True,False,False,False,False,True
7261.T,2023-03-31,True,False,False,False,True,False,True,True
2269.T,2023-03-31,False,False,False,True,True,False,True,True
6479.T,2023-03-31,False,False,True,True,False,False,True,True
4188.T,2023-03-31,False,False,False,False,True,False,True,True
8058.T,2023-03-31,True,False,True,True,True,False,True,True
6503.T,2023-03-31,False,False,False,False,False,False,False,True
8802.T,2023-03-31,False,False,False,False,False,False,True,True
7011.T,2023-03-31,False,False,False,False,False,False,True,True
9301.T,2023-03-31,True,False,False,False,True,True,True,True
5711.T,2023-03-31,False,False,False,False,False,False,True,True
7211.T,2023-03-31,True,False,True,True,True,False,True,True
8306.T,2023-03-31,False,False,False,False,True,True,True,True
8031.T,2023-03-31,True,False,True,True,True,False,True,True
4183.T,2023-03-31,False,False,True,False,False,False,True,True
7003.T,2023-03-31,False,False,True,False,False,False,True,True
8801.T,2023-03-31,False,False,False,False,False,False,True,True
5706.T,2023-03-31,False,False,False,False,True,False,False,True
9104.T,2023-03-31,False,True,True,True,True,True,True,True
8411.T,2023-03-31,False,True,False,False,True,True,True,True
8725.T,2023-03-31,False,False,False,False,True,False,True,True
6701.T,2023-03-31,False,False,False,False,True,False,True,True
3659.T,2022-12-31,False,False,True,True,True,True,False,False
5333.T,2023-03-31,False,False,False,True,True,False,True,True
2282.T,2023-03-31,False,False,False,False,False,False,False,True
2871.T,2023-03-31,False,False,False,False,True,False,False,True
7731.T,2023-03-31,False,False,False,False,False,False,True,True
5214.T,2022-12-31,False,True,False,False,True,False,True,True
5703.T,2023-03-31,False,False,False,False,False,False,True,True
3863.T,2023-03-31,False,False,False,False,True,False,True,True
5202.T,2023-03-31,False,False,False,False,True,False,True,True
5401.T,2023-03-31,False,True,True,True,True,False,True,True
1332.T,2023-03-31,False,False,False,False,False,False,True,True
9432.T,2023-03-31,False,True,True,False,True,False,True,False
9101.T,2023-03-31,False,True,True,True,True,True,True,True
4021.T,2023-03-31,False,True,True,True,True,False,False,True
7201.T,2023-03-31,False,True,False,False,True,False,True,True
2002.T,2023-03-31,False,False,False,False,True,False,True,True
3105.T,2022-12-31,False,False,False,False,False,False,True,True
6988.T,2023-03-31,False,True,True,True,True,True,True,True
8604.T,2023-03-31,False,False,False,False,False,False,False,True
6471.T,2023-03-31,False,False,False,False,True,False,False,True
6472.T,2023-03-31,True,True,False,False,True,False,False,False
9613.T,2023-03-31,True,True,True,False,False,False,False,False
1802.T,2023-03-31,True,False,False,False,True,False,True,True
9007.T,2023-03-31,True,False,True,False,True,False,False,True
3861.T,2023-03-31,False,False,False,False,False,False,True,True
6703.T,2023-03-31,False,False,False,False,False,False,True,True
6103.T,2023-03-31,True,False,False,True,True,False,True,True
7733.T,2023-03-31,False,False,True,True,True,False,False,False
6645.T,2023-03-31,False,False,True,True,True,False,False,False
9532.T,2023-03-31,False,False,False,False,False,False,False,True
4578.T,2022-12-31,False,False,False,False,True,False,False,True
5541.T,2023-03-31,False,False,False,False,False,False,True,False
6752.T,2023-03-31,False,False,False,False,True,False,True,True
4755.T,2022-12-31,True,False,False,False,False,False,True,True
6098.T,2023-03-31,False,False,True,True,True,True,False,True
8308.T,2023-03-31,True,False,False,False,False,False,True,True
7752.T,2023-03-31,True,False,False,False,False,False,True,True
2501.T,2022-12-31,False,False,False,False,False,False,False,True
7735.T,2023-03-31,False,True,True,True,True,True,True,True
9735.T,2023-03-31,False,False,False,False,True,False,False,True
6724.T,2023-03-31,False,False,True,True,True,False,True,True
1928.T,2023-01-31,False,False,True,True,True,False,True,True
3382.T,2023-02-28,True,False,False,False,True,False,False,True
6753.T,2023-03-31,False,False,False,False,False,False,True,False
1803.T,2023-03-31,False,False,False,False,True,False,True,True
4063.T,2023-03-31,True,False,True,True,True,True,True,True
4507.T,2023-03-31,True,False,True,True,True,True,True,True
4911.T,2022-12-31,False,False,False,False,False,False,False,True
4004.T,2022-12-31,False,False,False,False,True,False,True,False
9412.T,2023-03-31,False,True,False,False,True,True,True,True
9434.T,2023-03-31,False,True,True,False,True,False,True,True
9984.T,2023-03-31,False,False,False,False,True,False,True,True
2768.T,2023-03-31,True,False,True,False,True,False,True,True
8630.T,2023-03-31,False,False,False,False,True,False,False,True
6758.T,2023-03-31,False,False,True,False,False,False,False,False
7270.T,2023-03-31,True,False,False,True,True,False,True,True
3436.T,2022-12-31,True,False,True,True,True,True,True,False
4005.T,2023-03-31,False,False,False,False,True,False,False,False
8053.T,2023-03-31,True,False,True,True,True,False,True,True
4506.T,2023-03-31,False,False,False,False,False,False,True,False
5802.T,2023-03-31,False,False,False,False,True,False,True,True
5713.T,2023-03-31,False,False,False,True,False,False,True,True
8316.T,2023-03-31,False,False,False,False,False,False,True,True
8309.T,2023-03-31,False,False,False,False,True,True,True,True
5232.T,2023-03-31,False,False,False,False,False,False,True,True
8830.T,2023-03-31,False,True,False,False,False,False,True,True
7269.T,2023-03-31,True,True,True,False,True,False,True,True
8795.T,2023-03-31,False,False,False,False,False,False,True,True
5233.T,2023-03-31,False,False,False,False,False,False,True,True
1801.T,2023-03-31,False,False,False,False,True,False,False,True
6976.T,2023-03-31,False,False,False,False,True,True,False,True
2531.T,2023-03-31,False,True,True,True,True,False,True,True
8233.T,2023-02-28,True,False,False,False,True,False,True,True
4502.T,2023-03-31,True,False,False,False,True,False,False,True
6762.T,2023-03-31,False,False,False,False,False,False,False,True
3401.T,2023-03-31,False,False,False,False,False,False,True,True
4543.T,2023-03-31,False,False,False,True,True,False,False,True
8331.T,2023-03-31,False,True,False,False,False,False,True,True
5631.T,2023-03-31,False,False,False,False,False,False,False,True
9503.T,2023-03-31,False,False,False,False,True,False,False,True
5101.T,2022-12-31,False,False,False,False,False,False,True,True
9001.T,2023-03-31,True,False,False,False,True,False,False,True
9602.T,2023-02-28,False,False,False,True,True,True,False,True
5707.T,2023-03-31,False,False,False,False,True,False,False,False
5301.T,2022-12-31,True,False,False,False,False,False,True,True
8766.T,2023-03-31,False,False,True,False,True,True,True,True
4043.T,2023-03-31,False,False,False,False,False,False,False,True
9501.T,2023-03-31,False,False,False,False,False,False,True,True
8035.T,2023-03-31,False,True,True,True,True,True,False,True
9531.T,2023-03-31,True,True,True,True,True,False,True,True
8804.T,2022-12-31,False,True,False,False,False,False,True,True
9005.T,2023-03-31,True,False,False,False,True,True,False,False
3289.T,2023-03-31,False,False,False,False,True,False,True,True
7911.T,2023-03-31,False,False,False,False,True,False,False,True
3402.T,2023-03-31,False,False,False,False,True,False,False,True
4042.T,2023-03-31,False,False,False,False,False,False,True,True
5332.T,2023-03-31,False,False,False,True,False,False,False,False
5901.T,2023-03-31,False,False,False,False,False,False,False,True
3101.T,2023-03-31,False,False,False,False,False,False,True,True
7203.T,2023-03-31,False,False,False,False,False,False,True,True
8015.T,2023-03-31,True,False,True,False,True,False,True,True
4704.T,2022-12-31,False,False,True,True,True,True,False,True
4208.T,2023-03-31,False,False,False,False,False,False,True,True
3103.T,2023-03-31,False,False,False,False,False,False,True,False
9021.T,2023-03-31,False,False,False,False,True,True,False,True
7951.T,2023-03-31,False,False,False,True,False,False,False,False
7272.T,2022-12-31,False,False,True,True,False,False,True,True
9064.T,2023-03-31,False,False,False,False,True,False,False,True
6506.T,2023-02-28,True,True,True,True,False,False,False,True
6841.T,2023-03-31,True,True,True,True,True,False,False,True
4689.T,2023-03-31,True,False,False,False,False,False,True,True
